CQI,MCS,BRATE(DW),BLER(DW),SNR,PHR,BLER(UP),BRATE(UP),CLASS
15.0,27.0,5870,0,9.70,35.0,4.49,190,1280
15.0,27.0,4970,4.8,5.41,35.5,0.0,136,1024
15.0,27.0,5800,0,7.00,29.6,2.24,172,1024
15.0,27.0,3110,0,5.82,30.7,1.41,125,768
8.60,13.4,1770,3.5,2.09,32.0,0.0,62.3,480
3.40,6.74,2170,3.9,2.65,29.5,0.0,61.0,640
15.0,27.0,5530,0,9.83,36.3,4.96,188,1280
15.0,26.8,4610,1.3,5.48,33.4,0.0,169,1024
15.0,27.0,6920,0,6.53,26.4,1.70,192,1024
15.0,26.9,3360,0,4.77,31.9,0.0,107,768
8.33,16.5,876,1.9,1.93,34.7,0.0,25.7,480
7.88,12.1,3840,2.2,3.02,28.9,0.0,85.8,640
15.0,27.0,7460,0,9.75,34.7,5.05,197,1280
15.0,26.7,3420,3.4,5.14,33.7,0.0,120,1024
15.0,27.0,5400,0,6.43,29.8,1.62,226,1024
15.0,27.0,4720,0,5.19,30.2,0.0,162,768
8.56,15.1,2560,3.7,1.77,35.6,0.0,74.0,320
9.00,21.1,533,0,2.69,30.5,0.0,71.2,640
15.0,27.0,10100,0,9.80,33.4,5.29,291,1280
15.0,27.0,5030,1.2,5.48,34.1,0.0,146,1024
15.0,27.0,5290,0,6.69,27.9,1.78,270,1024
15.0,27.0,4660,0,5.27,30.2,1.11,194,768
9.54,16.4,2380,6.2,1.80,32.4,0.0,68.3,320
7.44,11.0,2270,7.0,2.96,31.0,0.0,47.0,640
15.0,26.7,5050,0,9.24,35.9,4.43,166,1280
15.0,27.0,5950,1.4,5.62,33.2,0.0,185,1024
15.0,27.0,5260,0,6.46,26.9,1.58,187,1024
15.0,27.0,4620,0,5.25,30.6,1.16,211,768
7.71,15.3,1960,1.7,1.85,32.2,0.0,54.8,320
6.71,12.8,2770,6.2,2.83,30.0,0.0,104,640
15.0,27.0,6190,0,8.67,34.2,4.63,188,1280
15.0,27.0,5130,1.8,5.62,33.6,0.0,178,1024
15.0,27.0,5290,0,6.80,27.1,1.61,174,1024
15.0,27.0,4680,0,6.01,30.7,2.44,162,768
5.92,14.9,1330,0,2.29,36.0,0.0,23.5,320
7.36,9.15,2140,6.5,2.72,28.0,0.0,36.7,640
15.0,27.0,6860,0,9.69,32.9,4.87,198,1280
15.0,27.0,5160,0,5.79,32.9,1.09,164,1024
15.0,27.0,6510,0,6.74,28.4,2.34,167,1024
15.0,26.4,3080,1.9,5.13,30.9,1.09,110,768
6.73,11.8,1390,4.0,1.92,33.6,0.0,82.7,320
10.3,16.5,4080,5.2,2.85,28.6,0.0,120,640
15.0,26.7,5420,0,9.65,33.3,4.89,172,1280
15.0,26.8,5770,0,5.29,33.9,0.0,173,1024
15.0,27.0,5380,0,7.07,29.5,1.93,172,1024
15.0,27.0,4620,0,5.44,29.7,1.71,169,768
5.40,10.9,1410,5.7,2.10,33.0,0.0,42.5,320
10.3,18.2,4030,4.6,3.04,29.7,0.0,147,640
15.0,27.0,5950,0,9.29,33.4,4.31,176,1280
15.0,27.0,5010,2.4,5.39,33.1,0.0,159,1024
15.0,27.0,5260,0,6.74,27.9,1.69,148,1024
15.0,27.0,4620,2.0,5.52,29.2,1.01,161,768
6.28,7.44,487,1.5,1.75,34.0,0.0,20.3,320
9.76,15.8,4420,4.2,3.09,29.2,0.0,90.3,640
15.0,27.0,5990,0,9.17,34.5,4.06,200,1280
14.8,26.9,5100,1.8,5.66,33.7,1.15,184,1024
15.0,27.0,5610,0,6.77,28.1,2.20,174,1024
15.0,27.0,4540,1.3,4.98,30.5,0.0,199,768
9.33,11.3,842,0,1.42,35.8,0.0,34.3,320
11.3,18.8,4390,4.5,2.89,31.1,0.0,154,640
15.0,26.3,4880,0,9.36,34.6,4.79,205,1280
15.0,26.4,6790,2.6,5.38,33.8,0.0,203,640
15.0,27.0,5290,0,7.22,28.9,1.84,170,1024
15.0,27.0,4680,0,5.40,31.8,1.09,161,768
4.62,1.67,4680,9.1,1.71,37.5,0.0,22.3,320
9.24,12.8,3540,3.2,2.81,28.0,0.0,114,640
15.0,26.9,7720,0,9.53,34.0,4.72,218,768
15.0,27.0,5420,1.1,5.22,33.6,0.0,267,640
15.0,27.0,5290,0,7.45,28.8,2.47,171,1024
15.0,27.0,4620,1.3,5.55,29.4,2.14,146,768
8.12,12.9,1790,0,1.90,32.0,0.0,55.4,320
9.46,16.9,3820,6.4,2.94,31.4,0.0,117,640
15.0,27.0,5360,0,9.70,33.8,5.15,165,768
15.0,27.0,5160,1.2,5.24,33.1,0.0,240,640
15.0,27.0,5410,0,6.84,31.5,2.16,161,1024
15.0,26.9,2550,0,5.44,28.8,1.32,66.7,768
6.79,13.5,846,2.6,1.52,32.0,0.0,21.2,320
8.48,10.3,2950,3.6,3.03,29.8,0.0,129,640
15.0,27.0,8500,0,9.44,31.3,4.56,213,768
15.0,27.0,5390,0,5.36,34.1,0.0,220,640
15.0,27.0,8370,0,7.45,27.6,2.91,225,1024
15.0,26.6,3980,0,5.60,29.9,1.38,177,768
7.75,13.1,1710,3.7,2.45,34.0,0.0,72.4,320
5.68,8.99,1040,8.5,2.26,28.0,0.0,35.0,768
15.0,26.7,7360,0,9.31,31.2,4.19,170,768
15.0,25.7,4080,3.4,5.81,34.5,1.43,201,640
15.0,27.0,5780,0,7.50,28.7,2.13,190,1024
15.0,27.0,4690,0,5.72,30.8,0.0,152,768
8.76,16.2,3030,0,2.43,33.6,0.0,86.8,320
8.40,14.1,2220,8.8,2.88,30.7,0.0,50.6,768
14.8,26.7,5820,1.0,9.05,33.8,4.52,163,768
15.0,26.8,4570,3.8,6.02,32.8,1.35,161,640
15.0,27.0,5290,0,7.46,27.8,2.18,154,1024
15.0,27.0,4380,0,5.74,32.6,1.88,112,768
7.72,9.53,1440,3.7,2.18,32.0,0.0,42.5,320
4.80,6.94,1820,5.5,1.92,29.2,0.0,97.7,768
14.8,26.7,5300,0,9.20,35.5,4.13,159,768
15.0,27.0,5220,0,6.68,34.4,1.97,172,640
15.0,27.0,5390,0,6.98,27.3,1.84,292,1024
15.0,26.8,3730,0,6.90,30.1,1.91,146,768
8.00,13.0,2650,4.4,1.75,32.0,0.0,77.2,320
6.24,11.0,2120,8.9,2.81,27.8,0.0,50.6,768
15.0,27.0,5290,0,9.64,32.0,4.50,155,768
15.0,26.9,4980,1.2,6.08,32.9,1.16,160,640
15.0,27.0,5750,0,6.69,28.6,1.89,190,1024
15.0,27.0,4720,0,7.68,31.4,3.14,139,768
7.87,14.7,2090,2.2,2.09,35.8,0.0,60.2,320
5.48,9.77,2320,6.7,2.77,29.2,0.0,55.2,640
15.0,27.0,5280,0,9.25,34.2,4.74,157,768
15.0,26.5,4500,4.5,5.54,33.1,0.0,170,640
15.0,27.0,5290,0,6.62,29.0,1.97,149,1024
15.0,26.5,3190,0,6.24,30.3,2.34,93.0,768
5.96,7.88,1040,4.4,1.85,34.8,0.0,48.7,320
8.92,13.1,2700,4.3,2.73,30.4,0.0,86.5,640
15.0,26.8,7370,0,9.48,32.3,5.34,189,768
15.0,27.0,5700,2.1,5.55,33.8,0.0,180,640
15.0,27.0,5310,0,7.31,31.2,2.13,234,1024
15.0,27.0,4680,0,6.18,32.5,1.92,266,768
7.91,12.3,2310,3.6,1.98,35.4,0.0,73.4,320
6.00,8.83,1490,6.2,3.10,32.0,1.21,41.4,640
15.0,27.0,6000,0,9.77,33.5,5.29,246,768
15.0,27.0,5230,2.9,5.48,35.5,0.0,237,640
15.0,27.0,5500,0,7.77,28.8,3.04,152,1024
15.0,26.8,4300,0,7.50,31.1,2.69,148,768
8.60,16.0,2440,2.1,2.09,33.0,0.0,57.1,320
4.46,6.83,1580,14,3.20,32.0,0.0,60.1,640
15.0,27.0,6110,0,9.56,33.4,5.30,187,768
15.0,26.8,4760,4.3,5.60,32.9,0.0,148,640
15.0,27.0,5480,0,7.63,28.0,2.90,162,1024
15.0,27.0,4690,0,6.90,32.0,2.92,154,768
4.46,9.34,1420,3.7,1.81,32.5,0.0,42.0,320
9.16,15.7,1150,8.8,3.33,28.0,0.0,25.3,480
15.0,27.0,8940,0,10.0,31.5,5.08,227,768
15.0,26.8,4970,5.0,5.36,36.0,0.0,184,640
15.0,26.7,3340,0,6.73,30.9,2.25,105,1024
15.0,26.8,5810,0,6.67,32.5,2.82,179,768
7.43,13.6,2870,3.8,1.63,34.0,0.0,88.6,320
2.28,3.49,591,9.2,3.16,28.2,0.0,34.2,480
15.0,27.0,6600,0,10.2,33.2,5.23,183,768
15.0,26.8,4980,3.5,5.66,33.5,1.04,164,640
15.0,26.9,5030,0,5.85,30.3,1.09,173,1024
15.0,27.0,4900,0,6.65,31.1,2.00,199,768
8.33,15.5,2029,3.2,1.73,35.5,0.0,57.5,320
3.16,4.30,900,6.1,3.60,27.5,0.0,29.7,480
15.0,27.0,6520,0,9.84,33.5,5.86,190,768
15.0,27.0,5200,3.9,5.56,33.2,1.09,165,640
15.0,27.0,5810,0,5.33,29.8,0.0,172,1024
15.0,26.7,3310,0,5.71,30.1,1.57,125,768
6.44,11.1,886,1.1,1.83,34.5,0.0,28.4,320
4.60,0.0,0,1,.34,0.0,0.0,0.01,480
15.0,26.9,14000,0,10.3,31.7,5.50,330,768
15.0,26.8,5220,2.1,5.34,33.0,0.0,205,640
15.0,27.0,6410,0,6.21,28.5,1.41,196,1024
15.0,26.9,3660,0,5.30,34.1,1.00,118,768
6.83,14.1,1880,3.1,1.62,34.0,0.0,46.0,320
2.40,6.00,61,25,2.10,28.0,0.0,24.4,480
15.0,26.6,9960,0,9.94,34.1,4.81,247,768
15.0,26.6,6820,1.9,5.54,34.1,0.0,192,768
15.0,27.0,5290,0,6.04,27.6,1.54,154,1024
15.0,26.8,4240,0,5.45,31.4,1.50,155,768
6.63,14.8,979,2.9,1.96,33.3,0.0,37.4,320
1.20,0.0,979,11,3.10,36.0,0.0,9.34,480
15.0,27.0,13100,0,9.86,33.6,4.91,324,768
15.0,27.0,5410,3.6,5.04,34.9,0.0,189,768
15.0,27.0,5260,0,5.65,27.0,0.0,156,1024
15.0,26.7,3360,0,5.00,31.1,0.0,94.4,768
6.17,10.1,1530,4.7,2.06,32.2,0.0,53.0,320
2.96,4.46,986,6.9,3.48,28.0,0.0,33.4,480
15.0,27.0,7350,0,10.4,34.1,5.68,192,768
15.0,27.0,5060,2.4,5.59,32.6,0.0,153,768
15.0,27.0,5300,0,5.97,27.3,1.16,164,1024
15.0,27.0,4680,0,5.58,31.4,1.22,157,768
7.42,12.3,2090,1.9,2.41,33.3,0.0,79.4,320
3.32,4.29,996,9.1,3.23,35.7,0.0,31.1,480
14.8,26.7,5390,0,9.27,32.8,5.06,166,768
15.0,27.0,4940,5.4,6.49,32.5,1.39,151,768
15.0,27.0,5480,0,6.29,28.1,1.46,174,1024
15.0,27.0,3570,0,5.69,29.3,1.36,126,768
9.44,14.5,2600,2.4,2.25,35.2,0.0,79.4,320
2.60,4.59,1250,5.4,4.05,29.1,0.0,52.2,640
15.0,27.0,5290,0,9.77,35.1,4.65,156,768
15.0,27.0,4880,3.1,6.56,31.6,1.60,155,768
15.0,27.0,6150,0,6.25,26.3,1.28,204,1024
15.0,27.0,4680,0,5.55,30.3,1.05,171,768
8.80,15.7,2630,0,2.49,34.0,0.0,79.0,320
4.76,6.87,1510,8.2,2.66,33.2,0.0,53.3,640
14.6,26.2,5090,0,9.69,35.9,4.32,161,768
15.0,26.0,4059,5.3,5.92,31.2,1.01,136,768
15.0,27.0,5260,0,6.40,26.3,1.94,140,1024
15.0,27.0,4650,0,5.80,30.4,1.29,163,768
6.16,12.2,1750,2.3,2.26,36.0,0.0,163,320
2.84,4.86,12807.5,2.84,29.0,0.0,47.9,163,640
14.6,26.2,5090,0,8.76,32.0,3.89,152,768
15.0,27.0,5130,1.8,6.47,34.4,1.85,184,768
15.0,27.0,5400,0,6.16,27.0,1.36,180,1024
15.0,27.0,4680,0,5.00,29.9,0.0,164,768
7.44,11.4,1850,2.0,2.50,34.7,0.0,61.7,320
6.24,9.22,1990,3.9,3.22,32.2,0.0,58.8,640
15.0,27.0,5620,0,9.82,35.8,5.16,175,768
14.8,26.5,4650,6.7,5.88,32.5,1.22,120,768
15.0,27.0,5300,0,6.19,26.7,1.33,177,1024
15.0,26.7,3310,0,5.35,33.5,2.01,117,768
6.48,9.67,1860,3.8,2.40,32.7,0.0,40.0,320
8.96,16.3,3370,1.6,4.69,30.3,0.0,115,640
14.8,26.8,5960,1.5,9.83,34.4,6.10,190,768
14.8,26.7,4960,3.6,5.89,32.5,0.0,157,768
15.0,27.0,6660,0,6.38,28.7,1.43,266,1024
15.0,27.0,4660,0,5.03,31.2,1.32,179,768
10.0,19.0,3600,0,2.53,35.2,0.0,80.4,480
9.92,16.9,3250,4.2,4.30,29.6,0.0,103,640
14.8,26.7,5180,0,10.1,34.3,5.16,171,768
15.0,26.3,3540,7.8,5.76,34.6,1.56,110,768
15.0,27.0,5590,0,6.13,27.8,1.48,228,1024
15.0,27.0,3130,0,5.88,31.6,2.58,87.0,768
8.04,12.8,2470,3.9,2.77,34.5,0.0,79.9,480
7.36,14.6,3520,3.3,4.59,27.6,0.0,104,640
15.0,27.0,5630,0,9.60,33.4,5.26,194,768
15.0,26.8,4640,4.5,5.91,34.7,1.23,137,768
15.0,27.0,5290,0,5.75,29.5,1.15,160,1024
15.0,25.6,2220,1.2,5.45,29.4,1.91,83.1,768
7.58,12.4,3110,4.0,2.54,32.0,0.0,99.6,480
8.72,13.4,2970,2.1,4.34,28.4,0.0,121,640
15.0,27.0,5260,0,9.48,34.2,5.14,191,768
15.0,27.0,5000,4.2,5.98,33.2,1.15,141,768
15.0,26.8,4370,0,6.35,29.3,1.73,146,1024
15.0,27.0,5530,1.1,5.85,31.8,1.35,164,768
8.20,13.0,1680,0,2.49,32.0,0.0,64.3,480
6.56,11.2,2860,1.8,3.93,29.1,0.0,98.7,320
14.8,26.7,5230,0,10.3,34.9,5.50,179,768
14.8,27.0,4970,4.8,5.61,32.9,0.0,128,1024
15.0,27.0,6650,0,6.25,27.3,1.38,195,1024
15.0,26.9,3430,0,5.23,29.8,1.24,115,768
6.79,10.4,1390,2.3,2.75,34.0,0.0,42.3,480
5.00,9.54,2680,0,4.21,30.1,1.13,48.2,320
14.8,26.8,6080,0,9.70,33.5,4.61,207,768
15.0,26.1,3550,4.6,5.50,35.0,1.30,137,1024
15.0,27.0,6000,0,6.09,27.4,1.46,191,1024
15.0,27.0,4930,0,5.24,31.8,1.26,145,768
8.04,13.1,2150,1.9,2.76,33.3,0.0,50.0,480
5.76,9.56,12801.8,4.17,30.3,0.0,65.7,145,320
14.7,26.6,7470,0,9.49,34.8,4.44,292,768
15.0,26.7,4100,4.2,5.62,32.6,0.0,128,1024
15.0,27.0,5290,0,5.96,30.1,1.58,174,1024
15.0,27.0,4650,0,4.93,30.7,0.0,200,768
8.20,15.3,2530,2.7,2.31,33.6,0.0,89.8,480
9.60,16.1,3410,3.2,3.89,30.0,0.0,94.0,320
14.8,26.5,4520,0,9.42,34.8,5.22,160,768
15.0,27.0,5630,3.8,5.96,33.7,0.0,163,1024
15.0,27.0,5480,0,6.00,29.1,1.44,180,1024
15.0,26.6,3030,0,5.07,31.7,1.07,97.6,768
7.52,13.5,2860,4.1,2.23,33.3,0.0,119,480
7.21,14.2,2950,5.0,3.66,31.0,0.0,121,320
14.8,26.6,5380,0,9.77,34.6,5.43,174,768
15.0,26.8,4870,2.5,5.62,35.0,1.31,207,1024
15.0,27.0,7090,0,6.53,28.6,2.00,191,1024
15.0,26.9,4510,0,5.06,32.5,1.19,154,768
6.68,11.0,1170,7.6,1.67,34.8,0.0,70.6,480
8.48,12.7,2180,4.3,2.84,31.1,0.0,115,320
15.0,26.9,7900,0,8.96,33.4,4.20,211,1024
15.0,26.5,3570,5.3,5.72,33.1,1.15,214,1024
15.0,26.8,7530,0,7.03,32.2,2.52,224,1024
15.0,26.9,5410,2.6,5.66,29.2,1.36,156,768
7.56,9.15,252,2.9,2.04,37.6,1.60,33.5,480
4.88,9.76,1360,5.6,3.36,30.8,0.0,50.9,320
15.0,25.8,4740,2.2,9.01,32.3,4.37,144,1024
15.0,26.6,7660,1.7,5.94,33.1,1.20,288,1024
15.0,27.0,7540,1.1,6.11,29.2,1.36,194,1024
15.0,26.7,2950,1.0,6.06,29.9,1.22,99.6,768
9.84,18.9,1460,5.0,1.69,32.6,0.0,90.5,480
6.00,5.81,953,3.7,3.98,30.2,0.0,32.8,320
14.8,26.0,5470,0,9.11,30.9,4.38,218,1024
15.0,26.5,7880,1.7,5.56,32.1,1.11,246,1024
15.0,27.0,5340,0,6.50,28.2,1.98,154,1024
15.0,27.0,4560,2.0,5.97,29.6,1.83,146,768
6.68,11.1,1470,2.5,2.18,33.6,0.0,48.9,480
7.48,14.7,1620,10,2.86,27.8,0.0,62.6,320
14.4,26.2,7480,1.1,8.76,32.2,4.79,216,1024
15.0,27.0,6450,0,6.07,32.9,1.38,197,1024
15.0,27.0,5610,0,6.67,27.5,1.74,182,1024
15.0,27.0,4460,5.3,6.13,30.4,1.63,168,768
6.48,10.4,1390,2.3,1.74,32.0,0.0,30.2,320
6.72,10.9,1430,8.2,2.84,28.0,0.0,38.5,320
15.0,26.9,7490,0,9.14,34.1,4.50,209,1024
15.0,26.8,5300,0,6.75,34.2,2.04,208,1024
15.0,27.0,5370,0,5.78,28.3,1.37,169,1024
15.0,27.0,4430,5.3,6.25,30.8,2.32,157,768
9.48,14.6,2040,0,2.25,33.5,0.0,77.1,320
5.68,8.98,1060,5.6,4.16,27.0,0.0,39.8,320
14.7,26.3,6470,0,9.83,32.8,5.65,157,1024
15.0,27.0,6700,0,6.40,33.7,1.80,202,1024
15.0,27.0,5290,0,5.70,27.4,1.11,157,1024
15.0,26.7,3320,0,6.61,33.3,2.17,133,768
9.16,13.9,1770,1.5,2.48,33.7,0.0,62.0,320
8.96,14.3,3760,4.8,3.77,27.7,0.0,96.3,320
15.0,26.8,5600,0,8.94,32.4,4.76,163,1024
15.0,27.0,5700,0,6.24,34.1,1.78,157,1024
15.0,27.0,5500,0,5.61,29.3,0.0,257,1024
15.0,27.0,4600,0,6.03,31.7,1.53,270,768
9.74,18.7,3460,2.3,2.28,34.4,0.0,92.5,320
6.64,8.60,508,7.0,3.31,31.0,1.33,24.9,320
14.5,25.7,8160,0,9.18,34.7,4.75,317,1024
15.0,27.0,5240,0,6.25,34.5,1.41,224,1024
15.0,27.0,5290,0,6.07,29.4,1.68,181,1024
15.0,27.0,3940,7.3,6.58,30.4,3.06,149,768
9.84,17.0,2710,0,2.32,33.3,0.0,78.7,320
9.56,14.4,2020,5.2,3.93,28.2,0.0,65.9,320
15.0,27.0,6940,1.2,9.38,33.5,4.06,197,1024
15.0,27.0,5490,0,6.51,33.5,1.53,158,1024
15.0,27.0,5620,0,6.08,28.1,1.32,156,1024
15.0,27.0,4400,6.0,6.59,30.8,1.92,138,768
8.48,17.7,2590,0,1.56,32.2,0.0,68.6,320
8.84,15.0,1240,6.9,3.11,27.0,0.0,22.7,320
15.0,26.8,7730,1.4,9.14,31.1,4.64,232,1024
14.8,26.7,6200,0,6.29,34.5,1.95,166,1024
15.0,27.0,5690,1.0,5.44,29.9,0.0,186,1024
14.5,26.6,4490,3.9,5.88,29.6,1.53,155,768
9.00,13.1,1770,0,2.14,32.0,0.0,44.6,320
10.8,16.4,609,8.5,2.33,31.3,0.0,23.8,320
15.0,26.4,7570,0,9.40,35.8,4.10,219,1024
15.0,27.0,7820,1.3,6.26,33.1,1.49,216,1024
15.0,27.0,5290,0,5.30,31.1,0.0,157,1024
15.0,26.1,4320,4.0,6.46,28.9,1.80,166,768
7.67,13.8,2290,1.4,1.69,32.8,0.0,71.1,320
13.9,22.4,1500,10.0,3.34,27.0,0.0,48.4,320
15.0,27.0,8990,0,9.02,35.9,4.23,258,1024
15.0,27.0,5300,0,5.73,33.7,1.23,136,1024
15.0,27.0,4200,0,5.17,28.4,1.16,137,1024
15.0,27.0,5590,3.7,6.03,30.6,1.37,186,768
8.79,16.6,2700,1.4,2.40,32.0,0.0,89.2,480
11.2,15.8,1220,8.6,2.76,31.3,0.0,43.5,320
15.0,26.9,8240,0,8.95,31.7,4.66,186,1024
15.0,26.9,5770,0,6.11,33.1,1.66,200,1024
15.0,27.0,5210,0,5.18,29.1,1.08,163,1024
15.0,27.0,4360,8.3,6.38,29.8,1.50,171,768
10.3,17.6,3360,1.2,2.14,33.3,0.0,105,480
10.5,15.8,826,5.2,1.22,0.0,16.0,0.0,320
15.0,26.9,8480,0,9.55,32.8,4.60,215,1024
15.0,27.0,5530,0,6.40,34.3,1.37,168,1024
15.0,27.0,5290,0,5.31,26.9,1.10,154,1024
14.5,25.1,3750,10,6.34,32.8,1.15,139,768
9.36,15.4,2330,2.8,1.97,33.6,0.0,48.4,480
11.6,24.0,424,8.7,2.67,27.0,0.0,30.7,320
14.8,26.8,11100,0,9.45,32.7,4.46,269,1024
14.4,26.0,5020,0,6.17,35.1,1.56,157,1024
15.0,27.0,5260,0,5.33,30.4,1.20,164,1024
15.0,26.5,4140,2.1,5.82,30.5,2.06,162,768
9.29,16.3,2590,1.2,2.29,35.3,0.0,94.3,480
12.5,21.8,1800,15,2.75,32.8,1.11,88.9,480
15.0,27.0,8820,1.2,9.02,34.4,4.38,223,1024
15.0,27.0,5370,0,5.78,33.0,1.21,205,1024
15.0,27.0,5290,0,5.62,25.6,1.42,172,1024
14.4,25.6,4160,6.7,7.00,32.1,2.54,133,768
7.26,13.0,2190,0,2.09,35.2,1.30,62.2,640
12.0,15.7,727,7.4,1.95,33.5,0.0,29.6,480
15.0,27.0,9600,0,8.82,35.5,4.99,238,1280
15.0,27.0,5190,0,5.76,33.1,1.19,189,1024
15.0,27.0,6910,0,5.71,27.3,0.0,196,1024
15.0,27.0,4630,2.0,6.29,29.5,1.88,173,768
7.60,13.2,260,4.3,1.99,32.0,0.0,82.1,640
13.2,25.0,17.4,0,0.0,0.0,0.0,0.0,480
15.0,26.7,10100,0,9.46,32.3,5.16,250,1280
15.0,26.9,8630,0,5.94,34.3,1.67,228,1024
15.0,27.0,5290,0,5.78,28.8,1.64,175,1024
15.0,27.0,4370,6.0,6.05,32.5,1.97,152,768
10.4,18.9,3540,0,2.16,33.3,0.0,113,640
13.1,24.0,4.78,0,0.0,0.0,0.0,0.0,480
15.0,27.0,10600,0,9.27,32.9,4.24,263,1280
15.0,27.0,5220,0,5.81,36.2,1.34,172,1024
15.0,27.0,5290,0,5.37,26.1,1.06,148,1024
15.0,26.6,3840,6.0,5.64,29.5,1.19,129,768
9.16,16.2,3320,0,1.96,32.9,0.0,95.4,640
11.4,14.8,700,10,1.51,29.8,0.0,28.6,640
15.0,27.0,9250,0,9.58,36.1,5.19,248,1280
15.0,27.0,5190,0,5.26,33.4,0.0,168,1024
15.0,26.9,5220,0,5.65,29.0,1.32,117,1024
15.0,27.0,4480,5.3,5.86,29.5,1.10,161,768
11.3,19.2,3580,0,2.17,34.4,0.0,104,640
11.3,16.8,1590,5.6,2.41,30.7,1.08,59.3,640
15.0,26.7,6240,0,9.22,32.6,4.56,179,1280
15.0,27.0,6440,0,6.03,33.4,1.38,214,1024
15.0,27.0,4630,0,5.76,30.6,1.36,182,1024
15.0,27.0,5350,0,6.05,32.2,1.57,192,768
8.76,15.3,2320,0,1.98,32.8,0.0,66.9,640
10.1,14.0,1140,2.5,1.86,29.8,0.0,24.2,640
15.0,27.0,9070,0,8.98,34.2,4.96,243,1280
15.0,27.0,5290,0,5.58,33.7,0.0,311,1024
15.0,27.0,5640,0,5.64,28.6,1.77,166,1024
15.0,26.8,3450,4.3,5.49,27.8,1.72,138,768
7.12,12.5,1800,2.2,1.55,35.3,0.0,37.6,640
11.8,19.7,1540,9.5,1.99,28.1,0.0,57.5,640
15.0,27.0,10500,0,9.14,32.2,4.45,241,1280
15.0,26.8,4900,0,5.48,35.1,1.12,195,1024
15.0,27.0,5260,0,5.66,27.2,1.24,238,1024
15.0,26.7,3990,6.4,5.55,31.4,0.0,137,768
5.48,8.84,1320,8.7,2.09,35.8,0.0,56.0,640
11.6,9.28,280,2.7,1.65,28.0,0.0,12.6,640
14.5,26.0,10500,0,9.31,31.5,4.84,227,1280
15.0,27.0,5570,0,5.48,33.2,1.08,184,1024
15.0,27.0,5290,0,5.76,27.9,1.52,279,1024
15.0,27.0,4520,4.0,5.88,33.1,1.49,161,768
10.4,17.0,2690,2.9,2.29,32.0,0.0,85.3,640
12.4,17.5,325,14,3.15,28.0,0.0,4.86,640
15.0,27.0,10900,0,9.44,34.5,4.38,290,1280
15.0,27.0,5200,0,5.55,34.5,0.0,142,1024
15.0,27.0,5400,0,5.71,28.8,1.21,171,1024
15.0,27.0,4490,4.0,5.61,29.6,0.0,144,768
7.88,13.9,2590,2.4,2.55,33.9,0.0,92.3,640
13.9,20.2,1010,6.6,0.0,28.0,0.0,16.9,640
15.0,27.0,8080,0,8.52,34.5,4.80,196,1280
15.0,27.0,6070,0,5.61,33.8,1.25,180,1024
15.0,27.0,5720,0,5.37,26.7,1.34,158,1024
13.4,23.5,3880,5.9,5.48,29.3,1.10,140,768
9.52,17.4,2940,0,2.19,34.1,0.0,108,640
12.9,15.5,257,5.0,1.62,28.0,0.0,24.3,640
15.0,26.9,8990,0,8.92,33.6,5.01,247,1280
15.0,27.0,6180,0,5.73,33.6,1.03,212,1024
15.0,27.0,6020,0,5.48,27.9,1.11,178,1024
14.5,25.4,4400,6.5,5.66,30.7,1.74,130,768
7.42,14.6,1630,3.8,2.02,34.7,0.0,55.2,640
12.8,19.2,1140,4.2,1.87,28.3,0.0,25.3,640
15.0,26.8,7770,0,8.74,34.5,5.17,237,1280
14.8,26.3,6980,0,5.77,35.7,1.30,239,1024
15.0,27.0,6030,0,5.69,30.6,1.54,177,1024
11.8,20.6,3560,3.2,5.55,32.4,1.19,128,768
10.00,17.1,2780,4.3,2.05,34.5,0.0,106,640
13.1,9.68,142,0,1.75,37.0,2.15,3.33,640
15.0,25.6,3250,0,8.15,34.3,3.72,212,1280
15.0,26.9,11600,0,5.32,34.8,0.0,301,1024
15.0,27.0,5310,0,5.29,27.4,1.17,166,1024
12.6,21.9,3600,5.9,5.43,30.6,1.05,126,768
7.80,15.6,2480,1.4,2.10,32.5,0.0,46.1,640
14.4,23.3,190,0,2.25,28.0,0.0,2.51,640
15.0,26.9,10300,0,8.93,32.8,4.83,301,1280
15.0,27.0,5930,0,5.29,32.9,0.0,196,1024
15.0,26.9,7590,0,5.33,27.4,1.10,198,1024
13.4,23.3,3740,3.8,5.63,29.8,2.17,158,768
8.26,21.2,845,2.3,1.98,34.2,0.0,78.6,640
14.4,17.3,204,20,1.61,28.0,1.12,42.9,640
15.0,26.9,13400,0,8.63,34.1,4.27,292,1280
15.0,26.8,4260,0,4.92,33.6,0.0,192,1024
15.0,27.0,6030,0,5.65,28.2,1.24,188,1024
12.8,22.2,3750,5.2,5.95,29.0,1.59,113,768
6.09,13.1,1190,1.2,1.90,33.3,0.0,59.6,640
13.2,1.00,88,0,1.88,28.0,0.0,23.0,320
15.0,26.9,12200,1.2,8.95,32.8,4.56,299,1280
15.0,26.7,5330,0,5.64,33.0,1.19,228,1024
15.0,27.0,5530,0,5.96,26.5,1.49,170,1024
15.0,27.0,4460,4.7,6.48,29.7,2.18,143,768
8.91,15.0,2550,0,2.08,33.5,0.0,99.0,640
14.0,0.0,0,0,0.0,0.0,0.0,0.01,320
15.0,26.9,10600,0,9.25,33.8,4.51,241,1280
15.0,26.9,5410,0,5.51,32.7,0.0,185,1024
