CQI,MCS,BRATE(DW),BLER(DW),SNR,PHR,BLER(UP),BRATE(UP),CLASS
7.54,1.48,48.9,4.3,0.0,23.0,0.0,4.88,320
4.40,6.07,117000.0,0,3.74,25.2,0.0,65.5,320
1.68,4.26,783,7.7,3.15,25.0,0.0,51.8,320
2.65,3.15,154000.0,4.4,3.38,24.5,0.0,62.2,320
4.17,2.74,464,7.5,2.00,27.0,0.0,8.70,320
5.87,1.17,70.4,8.0,1.91,25.8,0.0,30.5,320
1.46,1.39,687,3.8,3.15,23.9,0.0,31.7,320
5.04,5.56,939,5.9,2.21,24.2,0.0,33.1,320
6.44,6.25,24.3,0,0.0,0.0,0.0,0.0,480
1.91,4.08,242,0,3.88,23.4,1.82,69.5,480
1.83,2.22,101000.0,9.7,2.99,24.1,0.0,47.5,480
2.04,4.04,105000.0,6.0,3.07,26.4,0.0,43.4,480
3.29,3.93,318,3.9,2.24,24.0,2.56,18.3,640
5.64,7.45,32.6,0,1.28,23.5,0.0,5.72,640
5.52,3.13,326,1.0,3.28,27.3,0.0,16.6,640
3.17,2.87,911,5.1,2.98,24.1,0.0,41.4,640
2.42,3.31,100000.0,5.7,2.88,23.3,0.0,39.4,640
4.04,5.36,470,4.9,2.32,26.3,0.0,25.3,640
3.24,1.83,106000.0,4.3,4.90,24.0,1.36,62.9,640
4.58,15.7,11.7,0,2.37,23.0,0.0,11.5,640
4.17,2.08,386,5.5,4.23,25.6,1.14,27.4,320
7.00,7.10,374,9.9,1.12,27.5,0.0,13.2,320
4.92,1.26,686,6.6,4.04,26.6,0.0,14.3,320
3.46,0.0,7.04,0,1.85,26.0,2.42,19.7,320
5.83,5.11,5.10,1,1.57,25.0,1.18,48.4,320
2.44,4.45,110000.0,3.8,3.41,26.0,0.0,57.9,320
1.20,2.88,623,7.3,3.25,24.4,0.0,52.2,320
1.63,3.04,714,7.9,2.80,25.0,0.0,29.2,320
1.84,2.89,783,6.3,3.00,23.0,0.0,23.4,320
2.29,7.15,938,5.6,2.61,25.6,0.0,71.7,320
2.29,2.78,783,4.7,3.64,25.1,0.0,62.7,320
2.32,2.98,836,8.6,3.11,25.5,0.0,44.2,320
6.39,2.92,792,0,2.01,27.2,0.0,48.4,320
3.32,3.41,438,7.6,4.54,24.4,2.00,26.6,320
4.50,3.74,543,6.0,1.88,24.3,0.0,21.2,320
2.09,2.03,828,3.3,3.24,26.1,0.0,60.9,320
2.72,3.31,104000.0,0,3.59,24.0,1.24,36.2,480
12.0,19.3,1270000.0,0,6.02,31.2,2.17,295,1280
4.80,4.54,295000.0,1.7,6.85,28.9,2.27,101,1280
7.48,10.5,693000.0,1.3,6.80,30.3,1.90,163,1920
6.76,14.5,529000.0,0,8.22,29.3,2.49,182,1920
7.88,9.05,541000.0,2.3,6.83,30.7,1.92,155,1920
6.56,11.6,344000.0,0,8.31,31.7,4.92,120,1920
8.64,9.37,434999.0,1.1,5.98,30.6,1.71,148,1920
14.0,21.0,779000.0,0,6.03,32.2,1.34,234,1920
15.0,26.6,985000.0,0,4.50,30.7,0.0,239,1920
14.5,24.7,1050000.0,0,4.91,30.4,0.0,323,1920
14.5,25.8,1470000.0,0,4.77,29.3,0.0,368,1280
14.5,25.9,1450000.0,0,4.75,29.8,0.0,372,1280
13.9,24.7,1290000.0,0,4.82,29.9,0.0,330,1280
15.0,25.8,1030000.0,0,5.29,29.2,0.0,429,1280
14.5,24.3,894000.0,0,5.92,28.0,1.11,335,1920
14.6,25.9,1150000.0,0,4.73,31.6,0.0,296,1920
14.5,26.2,811999.0,0,4.46,32.9,0.0,225,1920
15.0,26.8,754000.0,1.1,4.41,31.8,0.0,417,1920
14.4,25.3,574000.0,1.5,4.18,33.1,0.0,178,1280
14.6,25.9,717000.0,1.6,4.37,31.8,0.0,238,1280
14.0,25.1,715000.0,2.0,4.27,32.8,0.0,235,1280
15.0,26.9,744000.0,0,4.05,33.3,0.0,214,1280
12.8,23.5,796000.0,1.3,4.11,31.1,0.0,200,1280
13.9,25.0,743000.0,1.5,3.60,33.2,0.0,178,1280
15.0,27.0,868000.0,0,3.83,33.0,0.0,229,1280
15.0,26.9,988000.0,2.0,3.87,33.1,0.0,234,1280
13.9,25.6,1080000.0,1.0,4.33,30.7,0.0,290,1280
13.9,24.8,859000.0,1.1,4.00,32.4,0.0,340,1280
15.0,26.8,1140000.0,0,4.44,32.5,0.0,279,1280
15.0,27.0,867000.0,0,4.25,31.9,0.0,235,1280
15.0,26.9,927000.0,0,4.26,32.3,0.0,248,768
15.0,26.9,984000.0,0,4.15,32.5,0.0,271,768
15.0,27.0,1150000.0,1.1,4.29,31.6,0.0,282,768
14.5,25.9,785000.0,0,4.29,34.3,0.0,203,768
14.4,26.1,784000.0,0,4.50,33.0,0.0,222,768
13.8,25.3,813000.0,0,4.92,31.1,0.0,264,768
15.0,24.4,345,0,4.94,29.0,1.38,61.7,768
15.0,26.6,671000.0,0,4.54,32.3,0.0,196,768
13.1,20.9,468000.0,1.2,4.46,30.8,0.0,209,768
14.4,24.8,667000.0,0,4.44,30.7,0.0,205,768
15.0,27.0,813000.0,0,4.18,28.0,0.0,228,768
14.4,25.6,589000.0,0,4.36,30.7,0.0,227,768
13.8,24.1,671000.0,0,3.72,30.2,0.0,194,768
14.4,26.2,1110000.0,0,4.95,29.8,0.0,287,768
14.4,25.8,754000.0,0,4.72,32.4,0.0,201,768
10.3,17.9,480000.0,2.0,3.31,29.4,0.0,136,768
9.96,7.01,805,1.6,1.96,28.0,0.0,63.4,768
14.5,24.6,1050000.0,4.6,2.69,29.4,0.0,280,768
12.5,22.9,604000.0,1.6,2.06,29.1,0.0,128,768
5.71,16.0,211000.0,0,1.40,28.8,0.0,96.5,768
13.2,23.7,639000.0,0,3.27,30.1,0.0,189,768
13.8,25.4,878999.0,0,3.88,30.2,0.0,243,768
14.5,26.2,762000.0,1.2,3.66,28.6,0.0,204,768
14.5,24.6,707000.0,0,4.28,27.9,0.0,204,768
14.3,24.9,531000.0,0,3.73,30.3,0.0,148,1280
12.4,21.8,413999.0,1.2,3.70,30.7,0.0,121,1280
10.6,20.2,436000.0,7.9,2.63,30.1,0.0,128,1280
10.00,24.5,380000.0,2.8,2.79,29.9,0.0,98.8,1280
13.4,22.9,561000.0,0,3.12,29.6,0.0,160,1280
13.1,25.5,645000.0,0,3.15,30.8,0.0,158,1280
5.83,14.9,194000.0,0,3.69,31.2,1.29,82.3,1280
12.6,20.9,722000.0,0,3.97,30.4,0.0,188,1280
10.00,23.9,493000.0,0,3.52,32.2,0.0,147,768
10.00,26.5,647000.0,0,3.32,31.0,0.0,165,768
10.3,19.4,629000.0,0,3.69,32.8,0.0,173,768
12.9,20.4,604000.0,0,3.53,30.2,0.0,219,768
11.4,12.7,334000.0,0,4.15,31.0,0.0,146,768
10.00,15.8,245000.0,2.6,3.63,31.1,0.0,93.5,768
14.4,26.3,709000.0,0,3.24,29.8,0.0,184,768
13.8,24.6,802000.0,1.6,3.78,32.4,0.0,213,768
13.7,26.1,636000.0,1.4,3.46,30.1,0.0,158,1280
11.9,18.5,380000.0,0,3.55,28.9,0.0,165,1280
10.8,14.5,200000.0,1.2,3.68,28.5,0.0,97.6,1280
13.3,21.6,494000.0,2.6,3.15,28.3,0.0,149,1280
5.20,0.0,0.0,0,0.0,0.0,0.0,0.0,1024
3.68,0.0,0.0,0,0.0,0.0,0.0,0.0,1024
0.0,0.0,544,0,4.27,30.0,0.0,1.81,1024
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1280
4.20,0.0,0.0,0,0.0,0.0,0.0,0.0,1280
5.80,0.0,0.0,0,0.0,0.0,0.0,0.0,1280
11.8,0.0,0.0,0,0.0,0.0,0.0,0.0,1280
5.82,0.0,1.13,0,1.21,30.0,0.0,17.4,1280
8.43,18.3,594,0,1.61,29.0,0.0,19.6,1280
8.26,9.96,102000.0,4.8,1.96,32.3,0.0,52.7,1280
12.3,13.7,148000.0,0,2.71,32.5,0.0,32.8,1280
9.83,1.00,176,1,1.33,29.5,0.0,31.6,1280
7.05,11.2,173000.0,3.1,1.99,31.8,0.0,58.2,1280
10.4,13.5,596,2.4,1.60,39.5,0.0,14.3,1280
9.32,13.2,316000.0,6.0,3.07,30.8,0.0,96.0,1280
10.2,14.3,363000.0,4.2,2.70,28.7,0.0,86.5,1280
10.8,20.8,467000.0,1.0,3.54,28.3,0.0,134,1280
7.24,9.42,130000.0,0,3.71,30.0,0.0,40.8,1280
5.27,11.9,223000.0,5.8,4.37,30.8,0.0,90.5,1280
7.14,12.6,231999.07,7.5,4.21,30.6,0.0,103,1280
13.0,24.4,573000.0,4.1,4.03,29.1,0.0,167,1280
12.4,22.4,657000.0,1.1,4.01,29.7,0.0,182,1280
10.8,19.8,493000.0,4.4,3.52,30.0,0.0,163,1280
12.1,23.4,626000.0,2.4,3.17,31.3,0.0,151,1280
13.3,21.0,792000.0,3.0,3.58,29.4,0.0,219,1280
8.76,25.9,448000.0,0,3.68,28.5,0.0,127,640
9.00,10.9,311000.0,2.0,3.81,31.1,0.0,156,640
12.4,18.3,653000.0,1.9,4.22,31.4,0.0,204,640
13.8,25.5,762000.0,0,3.54,30.4,0.0,200,640
13.0,20.2,707000.0,0,3.70,32.3,0.0,192,640
9.83,23.7,700000.0,0,3.98,31.4,0.0,183,640
9.22,19.4,471000.0,1.4,3.48,30.8,0.0,139,640
13.7,25.2,819999.0,1.3,3.16,30.2,0.0,214,640
10.6,22.5,446000.0,0,3.48,31.5,1.14,110,1024
10.6,13.7,405999.0,2.1,5.19,30.6,1.64,120,1280
5.87,13.0,279000.0,1.5,5.18,30.1,0.0,109,1280
7.50,20.1,372000.0,5.5,3.83,29.2,0.0,123,1280
13.2,23.6,744000.0,0,4.14,29.8,0.0,185,1280
3.83,17.1,243000.0,0,5.45,27.0,1.03,72.3,1280
14.4,24.3,910000.0,0,5.36,27.6,0.0,264,1280
7.59,25.4,673000.0,2.6,5.83,29.4,1.95,169,1280
8.86,21.5,428000.0,1.5,4.30,29.8,0.0,154,1280
9.55,9.69,227000.0,2.5,5.55,30.0,1.92,131,1280
10.00,12.0,112999.09,9.2,3.86,29.6,2.28,39.1,1280
10.4,13.3,653,0,2.46,27.0,0.0,34.5,1280
11.7,13.3,566,9.6,2.87,27.0,1.26,32.8,1280
8.75,7.45,724,1.0,5.60,30.9,3.43,36.6,768
8.75,11.0,568,3.3,3.31,29.6,0.0,35.2,768
10.00,9.32,860,1.1,2.71,27.3,0.0,31.4,768
8.40,5.59,166000.0,2.3,5.55,29.2,3.25,71.2,768
9.00,9.50,113999.09,0,5.48,28.8,2.00,75.4,768
8.40,10.3,311000.0,0,5.72,28.9,1.90,110,768
8.48,11.8,850,1.3,3.28,29.4,0.0,40.5,768
9.00,18.0,686,2.1,3.37,27.2,0.0,39.2,768
10.00,14.4,273000.0,0,4.64,30.1,0.0,105,768
11.9,20.2,357000.0,6.7,3.21,29.0,0.0,127,768
12.0,10.9,107000.0,0,2.44,27.0,0.0,24.1,768
11.1,15.8,415000.0,1.6,3.94,29.5,0.0,117,768
10.6,12.9,114999.09,3.8,3.17,27.4,1.62,43.8,1024
10.6,17.1,229000.0,2.2,4.29,27.2,0.0,78.3,1024
8.40,17.4,399000.0,2.0,5.48,27.3,1.12,131,1024
3.91,8.80,202999.07,2.6,6.54,28.1,2.14,85.0,1024
10.2,18.5,527000.0,1.9,4.77,28.2,0.0,158,1280
3.12,11.0,195000.0,2.9,5.84,34.0,2.14,71.5,1280
9.13,14.7,540000.0,1.7,6.17,29.4,1.63,160,1280
12.6,23.0,745000.0,1.7,4.97,29.2,1.16,161,1280
8.48,20.8,417000.0,2.1,5.23,28.0,0.0,150,1280
10.4,20.2,538000.0,2.6,5.43,28.3,1.12,181,1280
3.75,3.78,252999.07,0,5.62,28.4,0.0,89.2,1280
8.92,9.16,258000.0,0,4.04,29.2,1.60,66.9,1280
13.7,24.1,293000.0,1.8,3.03,27.4,0.0,88.0,1280
10.6,19.6,248000.0,1.7,3.70,27.0,0.0,72.3,1280
11.2,15.5,387000.0,2.8,4.72,30.1,1.53,88.6,1280
6.82,16.2,222000.0,1.8,4.15,31.0,0.0,142,1280
10.00,10.3,107000.0,0,3.10,30.0,1.68,34.9,640
11.3,10.4,662,0,4.09,28.0,2.48,39.6,640
11.9,18.6,114999.09,0,2.96,27.3,0.0,41.0,640
14.3,26.1,663000.0,1.7,5.48,28.9,0.0,195,640
12.4,22.4,748000.0,1.3,5.36,30.1,1.46,201,640
10.2,25.2,484000.0,0,5.48,28.2,0.0,138,640
5.30,7.68,197000.0,2.1,7.66,29.0,4.29,55.6,640
8.48,19.7,267000.0,6.3,3.77,28.4,1.22,92.0,640
14.8,25.6,268000.0,3.2,2.49,27.6,0.0,68.9,768
12.8,16.5,283000.0,1.7,4.43,29.1,0.0,105,768
14.3,21.9,127000.0,1.3,3.16,29.6,0.0,66.9,768
11.7,13.6,452,4.1,2.91,28.1,0.0,47.2,768
11.9,14.4,830,3.0,2.30,28.6,0.0,39.6,768
11.2,17.4,876,0,2.57,30.8,0.0,24.5,768
5.00,13.0,164000.0,2.4,5.99,29.9,2.23,70.5,768
8.12,21.6,394000.0,1.1,5.67,29.1,1.11,142,768
13.5,23.8,368000.0,1.9,6.49,29.5,3.46,137,1280
14.4,22.8,496000.0,2.2,4.72,29.6,1.16,157,1280
9.68,21.1,567000.0,2.5,6.89,29.9,2.22,150,1280
14.9,26.2,722000.0,3.5,3.84,28.2,1.09,204,1280
13.0,20.3,544000.0,6.4,3.97,27.4,0.0,148,1280
12.6,26.7,638000.0,0,3.23,28.5,0.0,151,1280
6.20,20.4,502,0,4.10,30.2,1.84,38.6,1280
12.5,19.6,528000.0,2.9,5.35,29.6,1.35,132,1280
11.3,26.3,186000.0,0,3.14,27.0,0.0,68.4,1280
13.9,20.1,178000.0,5.8,4.19,30.0,1.62,83.1,1280
14.4,23.4,484000.0,0,3.22,28.1,0.0,141,1280
12.7,20.6,117000.0,1,4.51,32.9,2.00,46.6,1280
11.8,22.3,612000.0,3.6,4.70,30.1,1.66,193,1280
12.7,22.9,424000.0,1.1,4.11,27.5,0.0,106,1280
13.8,26.3,462000.0,3.2,2.88,28.7,0.0,108,1280
10.5,20.5,285000.0,2.2,2.84,28.4,0.0,74.8,1280
13.1,15.1,127000.0,1.1,3.48,29.8,0.0,46.8,1280
13.1,20.2,150000.0,1.2,2.70,31.3,0.0,48.6,1280
10.2,18.8,426999.0,0,4.52,29.4,0.0,132,1280
9.00,16.4,348000.0,2.5,5.36,28.1,1.19,128,1280
8.92,17.1,398000.0,3.4,4.88,29.1,0.0,112,1280
8.70,22.7,501000.0,4.8,4.63,28.2,0.0,165,1280
6.52,18.7,387000.0,4.2,5.64,27.5,1.76,123,1280
9.13,18.7,420000.0,1.8,4.34,28.1,0.0,128,1280
12.6,21.2,616000.0,1.4,4.86,28.2,0.0,173,1280
8.60,8.36,242000.0,0,8.16,31.1,3.15,100,1280
4.40,14.2,167000.0,0,5.15,27.4,1.27,82.6,1280
7.40,23.5,413000.0,2.2,5.68,27.4,1.84,138,1280
14.3,25.0,936999.0,1.2,4.76,28.4,0.0,226,1280
8.65,21.5,625000.0,1.1,5.21,31.1,0.0,185,1280
8.33,13.3,289000.0,0,4.45,31.8,0.0,96.7,1280
12.5,18.5,738000.0,1.8,5.56,28.9,1.36,203,1280
9.86,22.2,525000.0,3.9,4.27,30.3,0.0,176,1280
8.18,23.8,511000.0,3.0,3.82,28.8,0.0,148,1280
14.4,25.9,999000.0,0,5.42,29.2,0.0,226,1280
10.6,24.0,661000.0,0,5.04,29.5,0.0,163,1280
13.6,22.4,814000.0,2.6,4.13,28.3,0.0,196,1280
10.2,23.2,515000.0,8.7,2.96,28.9,0.0,155,1280
5.63,10.2,244000.0,5.9,3.63,28.1,0.0,86.3,1280
7.83,14.3,197000.0,9.4,3.19,31.1,1.32,44.4,768
10.00,15.2,496,2.6,3.20,32.9,0.0,49.0,768
9.00,13.3,115999.09,0,4.40,29.5,1.10,39.4,768
9.63,12.7,506,1.8,2.93,29.6,1.81,55.7,768
9.55,16.3,269000.0,4.1,3.07,28.6,1.89,57.6,768
12.3,12.8,709,0,2.73,33.3,1.00,32.7,768
9.00,15.9,441000.0,3.5,3.19,30.4,0.0,101,768
6.52,19.9,250000.0,1.6,4.96,30.7,1.27,80.6,768
10.2,11.3,224000.0,1.9,4.52,30.0,0.0,56.8,1280
8.00,7.13,112999.09,3.7,4.26,30.3,1.44,61.2,1280
7.09,10.0,899,0,4.51,30.3,2.56,47.8,1280
12.0,15.9,675,2.0,1.70,32.7,0.0,18.4,1280
10.8,13.4,830,0,2.86,30.6,0.0,51.4,1280
13.0,14.6,993,0,2.51,29.7,0.0,41.0,1280
10.4,7.92,147000.0,9.1,3.31,31.4,0.0,33.8,1280
8.48,5.69,756,0,5.70,30.8,1.79,89.6,1280
8.12,6.10,194000.0,9.1,5.32,31.1,1.41,77.5,1280
6.88,9.20,129000.0,4.1,4.19,30.4,2.31,37.9,1280
10.4,7.89,697,8.0,2.90,28.7,1.98,39.7,1280
9.52,12.6,219000.0,3.4,3.51,30.2,1.38,59.8,1280
7.80,9.90,149000.0,0,4.05,28.8,2.72,42.9,1280
11.1,6.97,348,0,2.98,30.3,0.0,41.3,1280
4.20,15.9,235000.0,2.5,5.69,31.0,1.67,97.5,1280
5.65,11.5,225000.0,1.5,4.18,30.2,0.0,105,1280
5.87,12.9,281000.0,1.9,5.53,31.3,1.69,118,1280
7.46,9.99,281000.0,0,5.67,29.8,1.64,105,1280
5.87,12.0,186000.0,4.2,4.51,30.1,2.04,76.9,1280
7.83,13.3,368000.0,1.1,5.57,28.7,0.0,109,1280
6.82,14.2,445000.0,2.6,5.37,32.6,1.53,151,1280
9.40,18.6,528000.0,1.6,3.90,29.8,0.0,117,1280
6.00,14.0,380000.0,3.1,4.70,31.4,0.0,150,1280
10.8,16.7,632000.0,5.8,4.28,31.4,0.0,173,1280
0.0,0.0,244,0,6.28,29.0,1.78,34.4,1280
4.46,5.31,165000.0,1,2.93,28.0,0.0,35.9,1280
6.25,12.9,345000.0,1.5,5.10,28.9,1.04,143,1280
7.17,19.5,599000.0,1.5,4.94,29.0,1.09,169,480
7.83,17.2,504000.0,3.8,4.57,30.8,1.52,152,480
9.00,20.6,311000.0,2.0,3.98,28.4,0.0,115,480
13.0,26.2,664000.0,0,3.79,29.4,0.0,177,480
5.22,12.9,273000.0,1.4,5.10,31.7,1.82,70.3,480
10.6,9.24,559,3.3,2.85,31.7,1.77,34.3,480
8.75,13.6,318000.0,1.3,4.00,28.3,1.05,92.8,480
10.4,21.7,311000.0,1.5,3.01,28.7,0.0,54.8,480
8.12,5.38,107000.0,2.7,3.68,32.1,1.22,49.2,768
12.8,17.9,855,0,4.10,29.0,0.0,34.0,768
12.0,12.4,929,4.7,3.93,28.5,1.04,40.0,768
11.3,16.0,146000.0,4.3,3.08,32.7,1.44,56.2,768
15.0,25.4,286000.0,0,5.14,29.2,2.17,125,768
11.5,12.0,185000.0,0,6.52,30.7,3.43,84.9,768
8.13,9.68,363000.0,6.1,7.63,30.8,3.60,99.2,768
11.7,22.1,375000.0,9.6,3.24,29.8,0.0,105,768
10.0,24.5,403000.0,2.3,3.20,30.1,0.0,122,1280
8.12,13.7,136000.0,5.1,2.61,30.4,0.0,66.8,1280
12.7,16.7,306000.0,1.0,4.38,31.4,1.09,91.2,1280
10.7,19.0,413999.0,3.1,3.10,30.2,0.0,117,1280
10.1,8.06,463,7.8,2.42,32.6,1.07,37.9,1280
9.55,12.1,329000.0,1.3,4.20,31.2,0.0,117,1280
10.2,18.5,374000.0,8.2,4.05,30.5,1.15,72.4,1280
8.05,13.2,366000.0,3.6,4.21,31.1,0.0,114,1280
7.10,16.9,472000.0,2.9,5.49,31.4,1.46,129,1280
15.0,24.4,893000.0,3.3,5.22,30.1,1.32,223,1280
12.0,20.8,277000.0,4.2,3.85,31.6,0.0,90.3,1280
9.13,19.1,606000.0,4.0,4.42,31.5,1.29,139,1280
9.78,19.0,569000.0,1.4,5.14,31.2,1.25,139,640
7.17,22.2,326000.0,2.6,4.79,32.0,1.47,85.3,640
10.8,17.0,796000.0,1.5,5.60,31.7,1.69,265,640
13.6,21.7,798000.0,2.0,4.48,29.6,0.0,197,640
10.3,18.4,582000.0,3.2,4.38,29.9,0.0,151,640
8.83,15.8,210000.0,2.7,4.15,30.3,1.42,128,640
7.83,12.2,247000.0,8.9,3.90,30.3,0.0,140,640
11.2,13.8,222000.0,0,5.53,28.5,2.12,83.0,640
11.1,15.2,347000.0,0,4.79,29.2,1.23,124,768
13.1,17.4,140000.0,1.9,2.79,29.3,1.38,39.6,768
14.0,23.4,154000.0,6.6,3.96,30.5,1.71,92.4,768
10.1,20.4,244000.0,8.3,3.37,30.4,1.22,71.7,768
13.0,18.0,167000.0,0,2.76,33.3,1.48,53.8,1024
10.6,22.1,104000.0,1,4.03,28.0,1.88,48.2,1024
13.2,22.2,133000.0,5.6,3.31,31.9,0.0,52.8,1024
13.0,23.4,404,7.4,3.41,31.7,1.35,38.9,1024
15.0,25.1,209000.0,2.1,4.85,27.6,3.33,73.8,1024
15.0,23.9,175000.0,0,2.24,31.4,1.30,58.7,1024
11.7,14.4,798,9.3,2.17,30.0,1.10,31.9,1024
11.1,7.14,662,0,3.00,28.3,1.28,25.8,1024
12.5,13.9,972,4.9,2.86,30.6,0.0,39.4,1024
8.75,13.6,148000.0,0,4.04,28.3,1.07,57.4,1024
8.56,11.3,142000.0,3.0,4.95,31.2,1.51,51.6,1024
7.86,10.9,238000.0,2.2,5.27,30.5,2.02,143,1024
10.8,10.0,743,0,7.09,31.0,3.48,52.1,1280
8.04,11.6,234000.0,3.2,5.38,30.6,1.52,99.6,1280
10.2,12.6,597000.0,0,6.66,30.2,2.32,219,1280
9.13,13.3,635000.0,0,8.60,30.1,3.89,207,1280
10.6,14.2,480000.0,0,6.73,30.4,2.98,156,1280
13.6,21.7,690000.0,1.2,6.75,30.4,1.96,179,1280
13.4,22.4,315000.0,0,5.71,29.7,1.11,101,1280
13.8,26.1,775000.0,0,5.32,29.2,0.0,206,1280
11.2,20.1,684000.0,2.3,3.87,29.1,0.0,188,1280
11.0,19.6,503000.0,0,4.49,30.4,0.0,160,1280
10.3,18.0,806000.0,1.8,3.35,30.2,0.0,208,1280
6.43,13.3,434999.0,3.9,3.73,31.8,0.0,177,1280
9.00,21.2,548000.0,3.5,3.05,31.6,0.0,179,1280
8.57,10.8,418000.0,1.1,3.13,31.0,0.0,161,1280
13.7,23.5,768000.0,0,3.20,31.4,0.0,208,1280
9.13,23.1,400000.0,0,3.85,29.5,0.0,147,1280
11.1,16.9,538000.0,7.0,4.77,30.2,0.0,176,480
10.7,14.7,779000.0,2.5,6.83,29.6,2.36,195,480
9.87,24.5,465000.0,3.9,3.44,34.0,0.0,138,480
10.0,14.3,614000.0,1.5,5.53,29.5,1.36,191,480
14.3,25.5,764000.0,1.5,4.08,30.2,0.0,205,480
7.50,18.7,379000.0,4.1,4.24,31.0,0.0,129,480
15.0,27.0,811000.0,1.9,3.51,30.3,0.0,214,480
12.4,26.0,654000.0,2.9,3.68,30.6,0.0,162,480
1.96,0.0,0.0,0,0.0,0.0,0.0,0.0,1024
4.88,0.0,0.0,0,0.0,0.0,0.0,0.0,1024
8.96,10.4,227000.0,0,4.11,31.0,0.0,86.5,1280
9.22,10.9,196000.0,6.4,3.82,31.3,1.49,60.9,1280
8.75,13.9,186000.0,1,2.97,30.7,0.0,63.5,1280
4.20,8.59,193000.0,4.3,5.44,34.5,2.18,62.9,1280
8.75,7.78,236000.0,1.3,5.07,32.9,2.30,130,1280
9.48,21.1,243000.0,7.9,2.74,30.1,0.0,114,1280
6.23,13.4,380000.0,2.2,3.61,29.1,1.13,110,1280
11.7,16.1,404000.0,0,3.49,30.2,1.01,136,1280
9.75,18.8,689000.0,3.7,4.53,31.3,1.15,209,640
14.3,24.7,503000.0,4.9,2.79,30.4,0.0,142,640
13.8,23.7,811999.0,4.5,4.05,30.6,0.0,219,640
14.3,25.2,861000.0,3.4,4.80,29.9,1.23,230,640
13.1,21.8,718000.0,0,7.00,29.8,2.12,245,640
14.4,23.4,691000.0,2.8,3.96,31.1,0.0,213,640
13.8,22.5,275000.0,5.6,3.11,30.6,1.39,73.9,640
12.7,15.4,107000.0,0,2.98,32.2,1.17,49.6,640
14.6,24.9,159000.0,1,3.57,29.6,1.36,66.6,768
12.6,19.3,256000.0,6.4,3.03,31.2,1.73,104,768
11.5,21.5,377000.0,3.7,4.03,30.5,0.0,115,768
11.8,19.6,252000.0,0,2.84,31.0,1.22,84.0,768
13.1,18.3,222000.0,0,2.74,30.9,1.38,72.8,768
11.5,22.4,448000.0,0,4.40,32.1,1.20,127,768
11.8,10.7,111000.0,0,2.65,33.0,1.94,53.5,768
10.3,12.3,158000.0,5.1,2.73,31.9,0.0,96.6,768
12.3,18.0,199000.0,7.5,1.63,34.4,0.0,85.6,640
10.7,14.7,221000.0,0,2.24,33.3,0.0,67.3,640
10.9,11.4,399000.0,5.0,3.28,32.3,1.03,125,640
3.50,9.26,159000.0,0,4.58,32.5,2.09,84.8,640
6.36,8.00,193000.0,3.7,4.66,31.9,2.14,79.0,1280
11.0,12.8,471,6.4,1.80,36.0,2.26,8.14,1280
9.00,6.17,204999.07,5.3,3.18,32.1,0.0,126,1280
9.13,11.7,355000.0,3.6,4.85,32.5,0.0,94.9,1280
6.36,6.21,342000.0,0,5.69,30.1,2.36,118,1280
7.59,12.8,335000.0,2.9,3.77,31.8,0.0,109,1280
6.62,9.51,286000.0,3.3,3.81,27.9,0.0,118,1280
9.54,11.1,421000.0,2.6,4.29,27.8,1.60,113,1280
9.35,13.9,493000.0,5.1,3.85,29.0,1.19,143,1280
9.08,19.3,307000.0,4.8,3.42,28.7,0.0,104,1280
10.1,13.2,308000.0,2.4,3.41,28.5,0.0,87.8,1280
9.33,24.1,367000.0,3.6,3.16,28.7,0.0,111,1280
6.33,12.5,281000.0,2.6,4.08,28.7,1.21,101,1280
8.09,8.33,197000.0,2.8,3.77,28.8,1.59,77.1,1280
6.36,7.13,688,0,2.20,30.0,0.0,26.4,1280
6.63,5.59,286000.0,0,5.59,28.1,3.31,107,1280
6.68,14.7,249000.0,4.5,4.14,28.2,0.0,56.2,640
5.12,0.0,0.0,0,0.0,0.0,0.0,0.0,640
6.16,0.0,0.0,0,0.0,0.0,0.0,0.0,640
10.8,0.0,0.0,0,0.0,0.0,0.0,0.0,640
3.60,0.0,0.0,0,0.0,0.0,0.0,0.0,640
7.56,0.0,0.0,0,0.0,0.0,0.0,0.0,640
5.40,0.0,0.0,0,0.0,0.0,0.0,0.0,640
7.80,0.0,0.0,0,0.0,0.0,0.0,0.0,640
2.60,0.0,0.0,0,0.0,0.0,0.0,0.0,768
4.40,0.0,0.0,0,0.0,0.0,0.0,0.0,768
4.44,0.0,0.0,0,0.0,0.0,0.0,0.0,768
8.48,0.0,0.0,0,0.0,0.0,0.0,0.0,768
6.00,0.0,0.0,0,0.0,0.0,0.0,0.0,768
0.0,0.0,0.0,0,8.90,29.0,4.00,3.24,768
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,768
15.0,25.6,299000.0,5.6,4.01,30.1,1.82,163,1280
14.8,25.6,505999.0,0,3.41,27.9,0.0,316,1280
15.0,26.4,575000.0,0,2.99,29.1,0.0,263,1280
15.0,25.9,632000.0,1.3,4.14,30.1,0.0,147,1280
15.0,26.4,698000.0,4.4,2.80,31.6,0.0,173,1280
15.0,26.3,1080000.0,1.5,3.15,29.2,0.0,284,1280
15.0,26.5,1030000.0,1.3,3.09,27.4,0.0,212,1280
